,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17,Point_18,Point_19,Point_20,Point_21,Point_22,Point_23,Point_24,Point_25,Point_26,Point_27,Point_28,Point_29,Point_30,Point_31,Point_32,Point_33,Point_34,Point_35,Point_36,Point_37,Point_38,Point_39,Point_40,Point_41,Point_42,Point_43,Point_44,Point_45,Point_46,Point_47,Point_48,Point_49,Point_50,Point_51,Point_52,Point_53,Point_54,Point_55,Point_56,Point_57,Point_58,Point_59,Point_60,Point_61,Point_62,Point_63,Point_64,Point_65,Point_66,Point_67,Point_68,Point_69,Point_70,Point_71,Point_72,Point_73,Point_74,Point_75,Point_76,Point_77,Point_78,Point_79,Point_80,Point_81,Point_82,Point_83,Point_84,Point_85,Point_86,Point_87,Point_88,Point_89,Point_90,Point_91,Point_92,Point_93,Point_94,Point_95,Point_96,Point_97,Point_98,Point_99,Point_100,Point_101,Point_102,Point_103,Point_104,Point_105,Point_106,Point_107,Point_108,Point_109,Point_110,Point_111,Point_112,Point_113,Point_114,Point_115,Point_116,Point_117,Point_118,Point_119,Point_120,Point_121,Point_122,Point_123,Point_124,Point_125,Point_126,Point_127,Point_128,Point_129,Point_130,Point_131,Point_132,Point_133,Point_134,Point_135,Point_136,Point_137,Point_138,Point_139,Point_140,Point_141,Point_142,Point_143,Point_144,Point_145,Point_146,Point_147,Point_148,Point_149,Point_150,Point_151,Point_152,Point_153,Point_154,Point_155,Point_156,Point_157,Point_158,Point_159,Point_160,Point_161,Point_162,Point_163,Point_164,Point_165,Point_166,Point_167,Point_168,Point_169,Point_170,Point_171,Point_172,Point_173,Point_174,Point_175,Point_176,Point_177,Point_178,Point_179,Point_180,Point_181,Point_182,Point_183,Point_184,Point_185,Point_186,Point_187,Point_188,Point_189,Point_190,Point_191,Point_192,Point_193,Point_194,Point_195,Point_196,Point_197,Point_198,Point_199
Point_124,8.934,0.721,0.764,0.898,0.856,0.875,0.932,0.933,0.971,1.002,1.014,1.099,1.173,1.237,1.289,1.33,1.418,1.464,1.488,1.512,1.825,1.825,1.899,3.082,3.453,3.049,4.575,3.819,3.279,3.453,3.453,1.964,3.728,3.819,3.819,3.457,4.205,3.819,3.191,3.819,2.958,2.738,2.738,2.095,2.095,1.873,1.862,1.928,1.921,1.928,1.977,1.996,1.996,2.095,2.31,0.269,2.393,2.416,2.416,2.313,2.448,1.418,1.834,1.772,1.679,1.679,1.631,1.453,1.435,1.435,1.416,1.294,1.307,1.276,1.231,1.283,1.268,1.29,1.294,1.478,1.252,1.269,1.351,1.189,1.11,1.072,1.072,1.04,1.101,1.228,1.176,1.17,1.153,1.181,1.162,1.162,1.113,1.065,1.08,1.019,1.038,1.028,0.958,1.02,0.934,0.902,0.916,0.916,1.02,1.02,1.02,0.818,0.818,0.911,0.904,0.919,0.953,0.956,0.956,0.956,0.956,0.984,1.041,0.0,0.009,0.015,0.027,0.043,0.062,0.089,0.089,0.206,0.118,0.167,0.2,0.243,0.859,0.244,0.289,0.27,0.874,0.874,0.224,0.224,0.224,0.224,0.167,0.284,0.284,0.327,0.327,0.327,0.327,0.327,0.373,0.39,0.415,0.415,0.415,0.454,0.432,0.432,0.482,0.517,0.53,0.807,0.517,0.517,0.517,0.547,0.577,0.577,4.9,4.9,4.9,4.9,4.9,4.318,4.838,3.819,0.943,4.111,4.111,4.111,3.724,3.724,3.724,3.724,3.724,3.724,3.724,2.25,2.336,2.326,2.517,2.313,1.689,1.771,10.59
Point_125,8.925,0.712,0.756,0.889,0.847,0.867,0.924,0.924,0.962,0.993,1.006,1.09,1.164,1.229,1.28,1.321,1.41,1.455,1.479,1.503,1.816,1.816,1.89,3.073,3.445,3.04,4.567,3.811,3.27,3.445,3.445,1.955,3.72,3.811,3.811,3.448,4.197,3.811,3.183,3.811,2.95,2.73,2.73,2.087,2.087,1.864,1.854,1.919,1.913,1.919,1.968,1.988,1.988,2.087,2.301,0.26,2.385,2.407,2.407,2.304,2.439,1.41,1.825,1.764,1.67,1.67,1.623,1.444,1.427,1.427,1.407,1.285,1.299,1.267,1.222,1.274,1.259,1.281,1.286,1.469,1.244,1.26,1.342,1.18,1.101,1.063,1.063,1.032,1.093,1.219,1.167,1.161,1.144,1.172,1.153,1.153,1.104,1.057,1.071,1.011,1.029,1.019,0.949,1.012,0.926,0.893,0.907,0.907,1.012,1.012,1.012,0.809,0.809,0.902,0.895,0.911,0.944,0.947,0.947,0.947,0.947,0.976,1.032,1.053,0.0,0.006,0.018,0.034,0.053,0.08,0.08,0.198,0.11,0.158,0.191,0.234,0.851,0.235,0.281,0.262,0.865,0.865,0.215,0.215,0.215,0.215,0.158,0.276,0.276,0.318,0.318,0.318,0.318,0.318,0.364,0.381,0.406,0.406,0.406,0.446,0.423,0.423,0.473,0.508,0.521,0.799,0.508,0.508,0.508,0.538,0.568,0.568,4.891,4.891,4.891,4.891,4.891,4.309,4.829,3.811,0.934,4.103,4.103,4.103,3.716,3.716,3.716,3.716,3.716,3.716,3.716,2.241,2.327,2.317,2.508,2.304,1.68,1.763,10.581
Point_126,8.919,0.706,0.749,0.883,0.841,0.861,0.917,0.918,0.956,0.987,0.999,1.084,1.158,1.222,1.274,1.315,1.403,1.449,1.473,1.497,1.81,1.81,1.884,3.067,3.438,3.034,4.56,3.804,3.264,3.438,3.438,1.949,3.713,3.804,3.804,3.442,4.19,3.804,3.176,3.804,2.944,2.723,2.723,2.08,2.08,1.858,1.847,1.913,1.906,1.913,1.962,1.981,1.981,2.08,2.295,0.254,2.378,2.401,2.401,2.298,2.433,1.403,1.819,1.757,1.664,1.664,1.616,1.438,1.421,1.421,1.401,1.279,1.293,1.261,1.216,1.268,1.253,1.275,1.279,1.463,1.238,1.254,1.336,1.174,1.095,1.057,1.057,1.025,1.086,1.213,1.161,1.155,1.138,1.166,1.147,1.147,1.098,1.051,1.065,1.004,1.023,1.013,0.943,1.005,0.919,0.887,0.901,0.901,1.005,1.005,1.005,0.803,0.803,0.896,0.889,0.904,0.938,0.941,0.941,0.941,0.941,0.969,1.026,1.047,1.055,0.0,0.012,0.028,0.047,0.074,0.074,0.191,0.103,0.152,0.185,0.228,0.844,0.229,0.274,0.256,0.859,0.859,0.209,0.209,0.209,0.209,0.152,0.269,0.269,0.312,0.312,0.312,0.312,0.312,0.358,0.375,0.4,0.4,0.4,0.439,0.417,0.417,0.467,0.502,0.515,0.792,0.502,0.502,0.502,0.532,0.562,0.562,4.885,4.885,4.885,4.885,4.885,4.303,4.823,3.804,0.928,4.097,4.097,4.097,3.709,3.709,3.709,3.709,3.709,3.709,3.709,2.235,2.321,2.311,2.502,2.298,1.674,1.756,10.575
Point_127,8.907,0.694,0.738,0.871,0.829,0.849,0.906,0.906,0.944,0.975,0.988,1.072,1.146,1.211,1.263,1.303,1.392,1.437,1.461,1.485,1.798,1.798,1.872,3.055,3.427,3.022,4.549,3.793,3.252,3.427,3.427,1.937,3.702,3.793,3.793,3.43,4.179,3.793,3.165,3.793,2.932,2.712,2.712,2.069,2.069,1.847,1.836,1.901,1.895,1.901,1.951,1.97,1.97,2.069,2.283,0.242,2.367,2.389,2.389,2.286,2.421,1.392,1.807,1.746,1.652,1.652,1.605,1.426,1.409,1.409,1.389,1.267,1.281,1.249,1.204,1.256,1.241,1.263,1.268,1.452,1.226,1.242,1.324,1.162,1.083,1.045,1.045,1.014,1.075,1.201,1.149,1.143,1.126,1.154,1.135,1.135,1.086,1.039,1.053,0.993,1.011,1.001,0.931,0.994,0.908,0.875,0.889,0.889,0.994,0.994,0.994,0.791,0.791,0.884,0.877,0.893,0.926,0.929,0.929,0.929,0.929,0.958,1.014,1.035,1.044,1.05,0.0,0.016,0.035,0.062,0.062,0.18,0.092,0.14,0.173,0.216,0.833,0.217,0.263,0.244,0.847,0.847,0.197,0.197,0.197,0.197,0.14,0.258,0.258,0.3,0.3,0.3,0.3,0.3,0.346,0.363,0.388,0.388,0.388,0.428,0.405,0.405,0.455,0.49,0.503,0.781,0.49,0.49,0.49,0.521,0.55,0.55,4.873,4.873,4.873,4.873,4.873,4.292,4.811,3.793,0.916,4.085,4.085,4.085,3.698,3.698,3.698,3.698,3.698,3.698,3.698,2.223,2.309,2.299,2.49,2.286,1.662,1.745,10.563
Point_128,8.891,0.678,0.721,0.855,0.813,0.832,0.889,0.89,0.928,0.959,0.971,1.056,1.13,1.194,1.246,1.286,1.375,1.421,1.445,1.468,1.782,1.782,1.856,3.039,3.41,3.006,4.532,3.776,3.236,3.41,3.41,1.921,3.685,3.776,3.776,3.414,4.162,3.776,3.148,3.776,2.915,2.695,2.695,2.052,2.052,1.83,1.819,1.885,1.878,1.885,1.934,1.953,1.953,2.052,2.267,0.226,2.35,2.373,2.373,2.27,2.405,1.375,1.791,1.729,1.636,1.636,1.588,1.41,1.392,1.392,1.373,1.251,1.264,1.233,1.188,1.24,1.225,1.247,1.251,1.435,1.209,1.226,1.308,1.146,1.067,1.029,1.029,0.997,1.058,1.185,1.133,1.127,1.11,1.138,1.119,1.119,1.07,1.022,1.037,0.976,0.994,0.985,0.915,0.977,0.891,0.859,0.873,0.873,0.977,0.977,0.977,0.775,0.775,0.868,0.861,0.876,0.91,0.913,0.913,0.913,0.913,0.941,0.998,1.019,1.027,1.034,1.045,0.0,0.019,0.046,0.046,0.163,0.075,0.124,0.157,0.2,0.816,0.201,0.246,0.227,0.831,0.831,0.181,0.181,0.181,0.181,0.124,0.241,0.241,0.284,0.284,0.284,0.284,0.284,0.33,0.347,0.372,0.372,0.372,0.411,0.389,0.389,0.439,0.474,0.487,0.764,0.474,0.474,0.474,0.504,0.534,0.534,4.857,4.857,4.857,4.857,4.857,4.275,4.795,3.776,0.9,4.068,4.068,4.068,3.681,3.681,3.681,3.681,3.681,3.681,3.681,2.207,2.293,2.283,2.474,2.27,1.646,1.728,10.547
Point_129,8.872,0.659,0.703,0.836,0.794,0.814,0.871,0.871,0.909,0.94,0.953,1.037,1.111,1.176,1.227,1.268,1.357,1.402,1.426,1.45,1.763,1.763,1.837,3.02,3.392,2.987,4.514,3.758,3.217,3.392,3.392,1.902,3.667,3.758,3.758,3.395,4.144,3.758,3.13,3.758,2.897,2.676,2.676,2.034,2.034,1.811,1.801,1.866,1.86,1.866,1.915,1.935,1.935,2.034,2.248,0.207,2.332,2.354,2.354,2.251,2.386,1.357,1.772,1.711,1.617,1.617,1.57,1.391,1.374,1.374,1.354,1.232,1.246,1.214,1.169,1.221,1.206,1.228,1.232,1.416,1.191,1.207,1.289,1.127,1.048,1.01,1.01,0.979,1.04,1.166,1.114,1.108,1.091,1.119,1.1,1.1,1.051,1.004,1.018,0.958,0.976,0.966,0.896,0.959,0.873,0.84,0.854,0.854,0.959,0.959,0.959,0.756,0.756,0.849,0.842,0.858,0.891,0.894,0.894,0.894,0.894,0.922,0.979,1.0,1.009,1.015,1.027,1.043,0.0,0.027,0.027,0.145,0.056,0.105,0.138,0.181,0.798,0.182,0.228,0.209,0.812,0.812,0.162,0.162,0.162,0.162,0.105,0.223,0.223,0.265,0.265,0.265,0.265,0.265,0.311,0.328,0.353,0.353,0.353,0.393,0.37,0.37,0.42,0.455,0.468,0.745,0.455,0.455,0.455,0.485,0.515,0.515,4.838,4.838,4.838,4.838,4.838,4.256,4.776,3.758,0.881,4.05,4.05,4.05,3.662,3.662,3.662,3.662,3.662,3.662,3.662,2.188,2.274,2.264,2.455,2.251,1.627,1.709,10.528
Point_130,8.845,0.632,0.675,0.809,0.767,0.786,0.843,0.844,0.882,0.913,0.925,1.01,1.084,1.148,1.2,1.241,1.329,1.375,1.399,1.423,1.736,1.736,1.81,2.993,3.364,2.96,4.486,3.73,3.19,3.364,3.364,1.875,3.639,3.73,3.73,3.368,4.116,3.73,3.102,3.73,2.869,2.649,2.649,2.006,2.006,1.784,1.773,1.839,1.832,1.839,1.888,1.907,1.907,2.006,2.221,0.18,2.304,2.327,2.327,2.224,2.359,1.329,1.745,1.683,1.59,1.59,1.542,1.364,1.347,1.347,1.327,1.205,1.218,1.187,1.142,1.194,1.179,1.201,1.205,1.389,1.163,1.18,1.262,1.1,1.021,0.983,0.983,0.951,1.012,1.139,1.087,1.081,1.064,1.092,1.073,1.073,1.024,0.976,0.991,0.93,0.949,0.939,0.869,0.931,0.845,0.813,0.827,0.827,0.931,0.931,0.931,0.729,0.729,0.822,0.815,0.83,0.864,0.867,0.867,0.867,0.867,0.895,0.952,0.973,0.981,0.988,0.999,1.016,1.034,0.0,0.0,0.117,0.029,0.078,0.111,0.154,0.77,0.155,0.2,0.181,0.785,0.785,0.135,0.135,0.135,0.135,0.078,0.195,0.195,0.238,0.238,0.238,0.238,0.238,0.284,0.301,0.326,0.326,0.326,0.365,0.343,0.343,0.393,0.428,0.441,0.718,0.428,0.428,0.428,0.458,0.488,0.488,4.811,4.811,4.811,4.811,4.811,4.229,4.749,3.73,0.854,4.022,4.022,4.022,3.635,3.635,3.635,3.635,3.635,3.635,3.635,2.161,2.247,2.237,2.428,2.224,1.6,1.682,10.501
Point_131,8.845,0.632,0.675,0.809,0.767,0.786,0.843,0.844,0.882,0.913,0.925,1.01,1.084,1.148,1.2,1.241,1.329,1.375,1.399,1.423,1.736,1.736,1.81,2.993,3.364,2.96,4.486,3.73,3.19,3.364,3.364,1.875,3.639,3.73,3.73,3.368,4.116,3.73,3.102,3.73,2.869,2.649,2.649,2.006,2.006,1.784,1.773,1.839,1.832,1.839,1.888,1.907,1.907,2.006,2.221,0.18,2.304,2.327,2.327,2.224,2.359,1.329,1.745,1.683,1.59,1.59,1.542,1.364,1.347,1.347,1.327,1.205,1.218,1.187,1.142,1.194,1.179,1.201,1.205,1.389,1.163,1.18,1.262,1.1,1.021,0.983,0.983,0.951,1.012,1.139,1.087,1.081,1.064,1.092,1.073,1.073,1.024,0.976,0.991,0.93,0.949,0.939,0.869,0.931,0.845,0.813,0.827,0.827,0.931,0.931,0.931,0.729,0.729,0.822,0.815,0.83,0.864,0.867,0.867,0.867,0.867,0.895,0.952,0.973,0.981,0.988,0.999,1.016,1.034,0.0,0.0,0.117,0.029,0.078,0.111,0.154,0.77,0.155,0.2,0.181,0.785,0.785,0.135,0.135,0.135,0.135,0.078,0.195,0.195,0.238,0.238,0.238,0.238,0.238,0.284,0.301,0.326,0.326,0.326,0.365,0.343,0.343,0.393,0.428,0.441,0.718,0.428,0.428,0.428,0.458,0.488,0.488,4.811,4.811,4.811,4.811,4.811,4.229,4.749,3.73,0.854,4.022,4.022,4.022,3.635,3.635,3.635,3.635,3.635,3.635,3.635,2.161,2.247,2.237,2.428,2.224,1.6,1.682,10.501
Point_132,8.727,0.514,0.558,0.692,0.649,0.669,0.726,0.727,0.764,0.795,0.808,0.892,0.967,1.031,1.083,1.123,1.212,1.258,1.281,1.305,1.619,1.619,1.692,2.876,3.247,2.842,4.93,3.613,3.072,3.247,3.247,1.757,3.522,3.613,3.613,3.25,3.999,3.613,2.985,3.613,2.752,2.532,2.532,1.889,1.889,1.667,1.656,1.721,1.715,1.721,1.771,1.79,1.79,1.889,2.104,0.062,2.187,2.21,2.21,2.107,2.241,1.212,1.628,1.566,1.472,1.472,1.425,1.247,1.229,1.229,1.209,1.087,1.101,1.069,1.024,1.076,1.061,1.084,1.088,1.272,1.046,1.062,1.144,0.983,0.904,0.865,0.865,0.834,0.895,1.021,0.969,0.964,0.946,0.975,0.956,0.956,0.906,0.859,0.874,0.813,0.831,0.821,0.752,0.992,0.728,0.695,0.71,0.71,0.992,0.992,0.992,0.611,0.611,0.704,0.697,0.713,0.747,0.749,0.749,0.749,0.749,0.778,0.835,0.855,0.864,0.87,0.882,0.898,0.917,0.944,0.944,0.0,0.973,0.138,0.171,0.214,0.653,0.215,0.261,0.242,1.244,1.244,0.195,0.195,0.195,0.195,0.138,0.078,0.078,0.12,0.12,0.12,0.12,0.12,0.167,0.184,0.209,0.209,0.209,0.248,0.225,0.225,0.276,0.31,0.324,0.601,0.31,0.31,0.31,0.341,0.37,0.37,4.694,4.694,4.694,4.694,4.694,4.112,4.632,3.613,0.737,3.905,3.905,3.905,3.518,3.518,3.518,3.518,3.518,3.518,3.518,2.044,2.129,2.12,2.311,2.107,1.482,1.565,10.96
Point_133,8.815,0.602,0.646,0.78,0.738,0.757,0.814,0.815,0.853,0.883,0.896,0.981,1.055,1.119,1.171,1.211,1.3,1.346,1.369,1.393,1.707,1.707,1.781,2.964,3.335,2.93,4.457,3.701,3.161,3.335,3.335,1.846,3.61,3.701,3.701,3.338,4.087,3.701,3.073,3.701,2.84,2.62,2.62,1.977,1.977,1.755,1.744,1.809,1.803,1.809,1.859,1.878,1.878,1.977,2.192,0.15,2.275,2.298,2.298,2.195,2.329,1.3,1.716,1.654,1.56,1.56,1.513,1.335,1.317,1.317,1.298,1.175,1.189,1.157,1.112,1.164,1.15,1.172,1.176,1.36,1.134,1.15,1.232,1.071,0.992,0.953,0.953,0.922,0.983,1.109,1.057,1.052,1.034,1.063,1.044,1.044,0.995,0.947,0.962,0.901,0.919,0.91,0.84,0.902,0.816,0.783,0.798,0.798,0.902,0.902,0.902,0.699,0.699,0.792,0.785,0.801,0.835,0.838,0.838,0.838,0.838,0.866,0.923,0.943,0.952,0.958,0.97,0.986,1.005,1.032,1.032,0.088,0.0,0.049,0.082,0.125,0.741,0.125,0.171,0.152,0.756,0.756,0.106,0.106,0.106,0.106,0.049,0.166,0.166,0.209,0.209,0.209,0.209,0.209,0.255,0.272,0.297,0.297,0.297,0.336,0.313,0.313,0.364,0.398,0.412,0.689,0.398,0.398,0.398,0.429,0.459,0.459,4.782,4.782,4.782,4.782,4.782,4.2,4.72,3.701,0.825,3.993,3.993,3.993,3.606,3.606,3.606,3.606,3.606,3.606,3.606,2.132,2.218,2.208,2.399,2.195,1.571,1.653,10.472
Point_134,8.79,0.577,0.621,0.754,0.712,0.732,0.789,0.789,0.827,0.858,0.871,0.955,1.029,1.094,1.146,1.186,1.275,1.32,1.344,1.368,1.681,1.681,1.755,2.938,3.31,2.905,4.409,3.676,3.135,3.31,3.31,1.82,3.585,3.676,3.676,3.313,4.062,3.676,3.048,3.676,2.815,2.595,2.595,1.952,1.952,1.73,1.719,1.784,1.778,1.784,1.834,1.853,1.853,1.952,2.166,0.125,2.25,2.273,2.273,2.169,2.304,1.275,1.69,1.629,1.535,1.535,1.488,1.309,1.292,1.292,1.272,1.15,1.164,1.132,1.087,1.139,1.124,1.146,1.151,1.335,1.109,1.125,1.207,1.046,0.966,0.928,0.928,0.897,0.958,1.084,1.032,1.027,1.009,1.037,1.019,1.019,0.969,0.922,0.937,0.876,0.894,0.884,0.814,0.897,0.791,0.758,0.772,0.772,0.897,0.897,0.897,0.674,0.674,0.767,0.76,0.776,0.809,0.812,0.812,0.812,0.812,0.841,0.897,0.918,0.927,0.933,0.945,0.961,0.98,1.007,1.007,0.063,1.036,0.0,0.076,0.12,0.716,0.12,0.166,0.104,0.707,0.707,0.057,0.057,0.057,0.057,0.0,0.141,0.141,0.183,0.183,0.183,0.183,0.183,0.229,0.246,0.271,0.271,0.271,0.311,0.288,0.288,0.338,0.373,0.386,0.664,0.373,0.373,0.373,0.404,0.433,0.433,4.756,4.756,4.756,4.756,4.756,4.175,4.694,3.676,0.8,3.968,3.968,3.968,3.581,3.581,3.581,3.581,3.581,3.581,3.581,2.106,2.192,2.182,2.374,2.169,1.545,1.628,10.423
Point_135,9.149,0.901,0.945,1.078,1.036,1.056,1.113,1.113,1.151,1.182,1.195,1.279,1.353,1.417,1.469,1.51,1.599,1.644,1.668,1.692,2.005,2.005,2.079,3.262,3.634,3.229,4.454,4.0,3.459,3.634,3.634,2.144,3.909,4.0,4.0,3.637,4.385,4.0,3.372,4.0,3.139,2.918,2.918,2.276,2.276,2.053,2.043,2.108,2.102,2.108,2.157,2.177,2.177,2.276,2.49,0.449,2.573,2.596,2.596,2.528,2.628,1.599,2.014,1.953,1.859,1.859,1.812,1.633,1.616,1.616,1.596,1.474,1.488,1.456,1.756,1.808,1.793,1.815,1.819,1.782,1.682,1.666,1.584,1.523,1.444,1.406,1.406,1.374,1.435,1.561,1.356,1.35,1.333,1.25,1.305,1.305,1.115,1.068,1.082,1.021,1.04,1.03,0.96,0.821,0.936,0.904,0.918,0.918,0.821,0.821,0.821,0.881,0.881,0.913,0.906,0.921,0.955,0.958,0.958,0.958,0.958,0.986,1.043,1.064,1.072,1.079,1.09,1.107,1.126,1.153,1.153,0.387,1.182,0.324,0.0,0.043,1.04,0.044,0.09,0.22,0.722,0.722,0.266,0.266,0.266,0.266,0.324,0.464,0.464,0.507,0.507,0.507,0.507,0.507,0.553,0.57,0.595,0.595,0.595,0.635,0.612,0.612,0.662,0.697,0.71,1.021,0.697,0.697,0.697,0.727,0.757,0.757,5.08,5.08,5.08,5.08,5.08,4.498,5.018,4.0,1.123,4.292,4.292,4.292,3.904,3.904,3.904,3.904,3.904,3.904,3.904,2.465,2.551,2.541,2.732,2.528,1.904,1.986,10.438
Point_136,9.106,0.858,0.901,1.035,0.993,1.013,1.069,1.07,1.108,1.139,1.151,1.236,1.31,1.374,1.426,1.467,1.555,1.601,1.625,1.649,1.962,1.962,2.036,3.219,3.59,3.186,4.411,3.956,3.416,3.59,3.59,2.101,3.865,3.956,3.956,3.594,4.342,3.956,3.328,3.956,3.096,2.875,2.875,2.232,2.232,2.01,1.999,2.065,2.058,2.065,2.114,2.133,2.133,2.232,2.447,0.406,2.53,2.553,2.553,2.485,2.585,1.555,1.971,1.909,1.816,1.816,1.768,1.59,1.573,1.573,1.553,1.431,1.445,1.413,1.368,1.42,1.405,1.427,1.431,1.615,1.39,1.406,1.488,1.326,1.247,1.209,1.209,1.177,1.238,1.365,1.313,1.307,1.29,1.318,1.299,1.299,1.25,1.203,1.217,1.156,1.175,1.165,1.095,1.192,1.071,1.039,1.053,1.053,1.192,1.192,1.192,0.955,0.955,1.048,1.041,1.056,1.09,1.093,1.093,1.093,1.093,1.121,1.178,1.199,1.207,1.214,1.225,1.242,1.26,1.288,1.288,0.344,1.317,0.281,0.357,0.0,0.996,0.001,0.046,0.177,0.71,0.71,0.223,0.223,0.223,0.223,0.281,0.421,0.421,0.464,0.464,0.464,0.464,0.464,0.51,0.527,0.552,0.552,0.552,0.591,0.569,0.569,0.619,0.654,0.667,0.944,0.654,0.654,0.654,0.684,0.714,0.714,5.037,5.037,5.037,5.037,5.037,4.455,4.975,3.956,1.08,4.249,4.249,4.249,3.861,3.861,3.861,3.861,3.861,3.861,3.861,2.422,2.508,2.498,2.689,2.485,1.861,1.943,10.426
Point_137,9.106,0.52,0.564,0.697,0.655,0.675,0.732,0.732,0.77,0.801,0.814,0.898,0.972,1.036,1.088,1.129,1.218,1.263,1.287,1.311,1.624,1.624,1.698,2.881,3.253,2.848,4.554,3.619,3.078,3.253,3.253,1.763,3.528,3.619,3.619,3.256,4.005,3.619,2.991,3.619,2.758,2.537,2.537,1.895,1.895,1.672,1.662,1.727,1.721,1.727,1.776,1.796,1.796,1.895,2.109,1.15,2.193,2.215,2.215,2.485,2.247,1.218,1.633,1.572,1.478,1.478,1.431,1.252,1.235,1.235,1.215,1.093,1.107,1.075,1.03,1.082,1.067,1.089,1.093,1.277,1.052,1.068,1.15,0.988,0.909,0.871,0.871,0.84,0.901,1.027,0.975,0.969,0.952,0.98,0.961,0.961,0.912,0.865,0.879,0.819,0.837,0.827,0.757,1.836,0.733,0.701,0.715,0.715,1.836,1.836,1.836,0.617,0.617,0.71,0.703,0.719,0.752,0.755,0.755,0.755,0.755,0.783,0.84,0.861,0.87,0.876,0.887,0.904,0.923,0.95,0.95,1.088,0.979,1.025,1.101,1.144,0.0,1.145,1.191,0.921,1.354,1.354,0.968,0.968,0.968,0.968,1.025,0.328,0.328,1.208,1.208,1.208,1.208,1.208,1.254,1.271,1.296,1.296,1.296,1.336,1.313,1.313,1.363,1.398,0.329,0.606,1.398,1.398,1.398,0.346,0.282,0.282,4.699,4.699,4.699,4.699,4.699,4.117,4.637,3.619,0.742,3.911,3.911,3.911,3.523,3.523,3.523,3.523,3.523,3.523,3.523,2.765,2.508,2.498,2.917,2.485,1.861,1.944,11.07
Point_138,9.105,0.857,0.901,1.034,0.992,1.012,1.069,1.069,1.107,1.138,1.151,1.235,1.309,1.374,1.426,1.466,1.555,1.6,1.624,1.648,1.961,1.961,2.035,3.218,3.59,3.185,4.41,3.956,3.415,3.59,3.59,2.1,3.865,3.956,3.956,3.593,4.342,3.956,3.328,3.956,3.095,2.875,2.875,2.232,2.232,2.01,1.999,2.064,2.058,2.064,2.114,2.133,2.133,2.232,2.446,0.405,2.53,2.552,2.552,2.484,2.584,1.555,1.97,1.909,1.815,1.815,1.768,1.589,1.572,1.572,1.552,1.43,1.444,1.412,1.367,1.419,1.404,1.426,1.431,1.615,1.389,1.405,1.487,1.325,1.246,1.208,1.208,1.177,1.238,1.364,1.312,1.306,1.289,1.317,1.298,1.298,1.249,1.202,1.216,1.156,1.174,1.164,1.094,1.191,1.071,1.038,1.052,1.052,1.191,1.191,1.191,0.954,0.954,1.047,1.04,1.056,1.089,1.092,1.092,1.092,1.092,1.121,1.177,1.198,1.207,1.213,1.225,1.241,1.26,1.287,1.287,0.343,1.316,0.28,0.356,0.4,0.996,0.0,0.046,0.176,0.709,0.709,0.223,0.223,0.223,0.223,0.28,0.421,0.421,0.463,0.463,0.463,0.463,0.463,0.509,0.526,0.551,0.551,0.551,0.591,0.568,0.568,0.618,0.653,0.666,0.944,0.653,0.653,0.653,0.684,0.713,0.713,5.036,5.036,5.036,5.036,5.036,4.455,4.974,3.956,1.079,4.248,4.248,4.248,3.861,3.861,3.861,3.861,3.861,3.861,3.861,2.421,2.507,2.497,2.688,2.484,1.86,1.943,10.425
Point_139,9.059,0.811,0.855,0.989,0.947,0.966,1.023,1.024,1.061,1.092,1.105,1.19,1.264,1.328,1.38,1.42,1.509,1.555,1.578,1.602,1.916,1.916,1.99,3.173,3.544,3.139,4.365,3.91,3.37,3.544,3.544,2.054,3.819,3.91,3.91,3.547,4.296,3.91,3.282,3.91,3.049,2.829,2.829,2.186,2.186,1.964,1.953,2.018,2.012,2.018,2.068,2.087,2.087,2.186,2.401,0.359,2.484,2.507,2.507,2.439,2.538,1.509,1.925,1.863,1.769,1.769,1.722,1.544,1.526,1.526,1.506,1.384,1.398,1.366,1.321,1.373,1.358,1.381,1.385,1.569,1.343,1.359,1.441,1.28,1.201,1.162,1.162,1.131,1.192,1.318,1.266,1.261,1.243,1.272,1.253,1.253,1.203,1.156,1.171,1.11,1.128,1.118,1.049,1.146,1.025,0.992,1.007,1.007,1.146,1.146,1.146,0.908,0.908,1.001,0.994,1.01,1.044,1.046,1.046,1.046,1.046,1.075,1.132,1.152,1.161,1.167,1.179,1.195,1.214,1.241,1.241,0.297,1.271,0.234,0.311,0.354,0.95,0.355,0.0,0.131,0.663,0.663,0.177,0.177,0.177,0.177,0.234,0.375,0.375,0.417,0.417,0.417,0.417,0.417,0.464,0.481,0.506,0.506,0.506,0.545,0.522,0.522,0.573,0.607,0.621,0.898,0.607,0.607,0.607,0.638,0.668,0.668,4.991,4.991,4.991,4.991,4.991,4.409,4.929,3.91,1.034,4.202,4.202,4.202,3.815,3.815,3.815,3.815,3.815,3.815,3.815,2.376,2.461,2.452,2.643,2.439,1.815,1.897,10.379
